fid,id,fire_pct,_mean,ECO_NAME,area,fired_eurasia_4326_pc,fired_russia_china_japan_4326_pc,layer,BIOME,CONTINENT
"189",28597,,0.616279069767442,Changjiang Plain evergreen forests,"548",,0.0614186210238317,Changjiang_Plain_evergreen_forest,4,Asia
"190",26872,,4.45348837209302,Daba Mountains evergreen forests,"641",,0,Daba_Mountains_evergreen_forest,4,Asia
"191",26873,,2.74418604651163,Daba Mountains evergreen forests,"688",,0.0196815402084648,Daba_Mountains_evergreen_forest,4,Asia
"192",26873,,2.74418604651163,Daba Mountains evergreen forests,"688",,0.0196815402084648,Daba_Mountains_evergreen_forest,5,Asia
"193",26954,,3.34090909090909,Daba Mountains evergreen forests,"3033",,0,Daba_Mountains_evergreen_forest,4,Asia
"194",26955,,1.35227272727273,Daba Mountains evergreen forests,"3817",,0.0132839061799578,Daba_Mountains_evergreen_forest,4,Asia
"195",26955,,1.35227272727273,Daba Mountains evergreen forests,"3817",,0.0132839061799578,Daba_Mountains_evergreen_forest,5,Asia
"196",27036,,1.1547619047619,Daba Mountains evergreen forests,"6478",,0,Daba_Mountains_evergreen_forest,4,Asia
"197",27117,,1.68181818181818,Daba Mountains evergreen forests,"567",,0,Daba_Mountains_evergreen_forest,4,Asia
"198",27118,,1.69318181818182,Daba Mountains evergreen forests,"8696",,0,Daba_Mountains_evergreen_forest,4,Asia
"199",27119,,1.11363636363636,Daba Mountains evergreen forests,"5645",,0.00237142649734369,Daba_Mountains_evergreen_forest,4,Asia
"200",27120,,0.511363636363636,Daba Mountains evergreen forests,"36",,0.00469366065539053,Daba_Mountains_evergreen_forest,4,Asia
"201",27121,,0.329545454545455,Daba Mountains evergreen forests,"3170",,0.917330121272243,Daba_Mountains_evergreen_forest,4,Asia
"202",27199,,1.81395348837209,Daba Mountains evergreen forests,"7289",,0.0934949743678045,Daba_Mountains_evergreen_forest,4,Asia
"203",27200,,1.68604651162791,Daba Mountains evergreen forests,"9074",,0,Daba_Mountains_evergreen_forest,4,Asia
"204",27201,,0.779069767441861,Daba Mountains evergreen forests,"3406",,0.0234780487179455,Daba_Mountains_evergreen_forest,4,Asia
"205",27202,,0.790697674418605,Daba Mountains evergreen forests,"7608",,0.485189272681599,Daba_Mountains_evergreen_forest,4,Asia
"206",27281,,2.54651162790698,Daba Mountains evergreen forests,"1268",,0.00242509545064266,Daba_Mountains_evergreen_forest,4,Asia
"207",27282,,1.88372093023256,Daba Mountains evergreen forests,"9025",,0.00239734457411671,Daba_Mountains_evergreen_forest,4,Asia
"208",27283,,1.5,Daba Mountains evergreen forests,"9122",,0.0141979951142421,Daba_Mountains_evergreen_forest,4,Asia
"209",27284,,0.930232558139535,Daba Mountains evergreen forests,"7949",,0.00234653607814927,Daba_Mountains_evergreen_forest,4,Asia
"210",27285,,1.74418604651163,Daba Mountains evergreen forests,"451",,0.0290336584045741,Daba_Mountains_evergreen_forest,4,Asia
"211",27363,,1.23863636363636,Daba Mountains evergreen forests,"2783",,0.0961385843987228,Daba_Mountains_evergreen_forest,4,Asia
"212",27364,,3.02272727272727,Daba Mountains evergreen forests,"9074",,0.0166801972587816,Daba_Mountains_evergreen_forest,4,Asia
"213",27365,,1.03409090909091,Daba Mountains evergreen forests,"7176",,0.0258577560775589,Daba_Mountains_evergreen_forest,4,Asia
"214",27446,,1.46511627906977,Daba Mountains evergreen forests,"7772",,0.101538404701696,Daba_Mountains_evergreen_forest,4,Asia
"215",27447,,2.52325581395349,Daba Mountains evergreen forests,"9122",,0.0622323057003693,Daba_Mountains_evergreen_forest,4,Asia
"216",27448,,1.80232558139535,Daba Mountains evergreen forests,"1143",,0.0280219470248468,Daba_Mountains_evergreen_forest,4,Asia
"217",27527,,1.1046511627907,Daba Mountains evergreen forests,"1935",,0.0864663741523076,Daba_Mountains_evergreen_forest,4,Asia
"218",27528,,2.19767441860465,Daba Mountains evergreen forests,"9074",,0.0431596350390344,Daba_Mountains_evergreen_forest,4,Asia
"219",27529,,2.09302325581395,Daba Mountains evergreen forests,"6353",,0.0235092046511668,Daba_Mountains_evergreen_forest,4,Asia
