fid,id,fire_pct,_mean,ECO_NAME,area,fired_eurasia_4326_pc,fired_russia_china_japan_4326_pc,layer
"23",10457,0,3.85227272727273,New England-Acadian forests,"7281",,,Acadian_forest
"24",10458,0,5.01136363636364,New England-Acadian forests,"7457",,,Acadian_forest
"25",10459,0,5.43181818181818,New England-Acadian forests,"3681",,,Acadian_forest
"26",10538,0,4.30232558139535,New England-Acadian forests,"1788",,,Acadian_forest
"27",10539,0,3.38372093023256,New England-Acadian forests,"4887",,,Acadian_forest
"28",10540,0,3.04651162790698,New England-Acadian forests,"7390",,,Acadian_forest
"29",10541,0,4.93023255813953,New England-Acadian forests,"7512",,,Acadian_forest
"30",10542,0.00283508775835299,4.56976744186047,New England-Acadian forests,"3290",,,Acadian_forest
"31",10619,0,3.45348837209302,New England-Acadian forests,"385",,,Acadian_forest
"32",10620,0,3.74418604651163,New England-Acadian forests,"1118",,,Acadian_forest
"33",10621,0.380509547126318,1.6046511627907,New England-Acadian forests,"7322",,,Acadian_forest
"34",10622,0.00291062742677942,4.31395348837209,New England-Acadian forests,"7457",,,Acadian_forest
"35",10623,0.0199666867704441,6.26744186046512,New England-Acadian forests,"7166",,,Acadian_forest
"36",10624,0,0.267441860465116,New England-Acadian forests,"77",,,Acadian_forest
"37",10702,0.00610311701228013,2.875,New England-Acadian forests,"396",,,Acadian_forest
"38",10703,0,2.30681818181818,New England-Acadian forests,"4188",,,Acadian_forest
"39",10704,0,2.94318181818182,New England-Acadian forests,"5077",,,Acadian_forest
"40",10705,0.412863418151572,4.89772727272727,New England-Acadian forests,"4984",,,Acadian_forest
"41",10706,0.00283527332298167,1.03409090909091,New England-Acadian forests,"401",,,Acadian_forest
"42",10784,0.0120483319269818,2.22093023255814,New England-Acadian forests,"2491",,,Acadian_forest
"43",10785,0,4.81395348837209,New England-Acadian forests,"2372",,,Acadian_forest
"44",10786,0.859403182488153,5.23255813953488,New England-Acadian forests,"1390",,,Acadian_forest
"45",10787,0,1.56976744186047,New England-Acadian forests,"1716",,,Acadian_forest
"46",10787,0,1.56976744186047,New England-Acadian forests,"303",,,Acadian_forest
"47",10788,0.00843307945207299,7.69767441860465,New England-Acadian forests,"4404",,,Acadian_forest
"48",10868,0.0088001858033299,6.7093023255814,New England-Acadian forests,"43",,,Acadian_forest
"49",10869,0,1.68604651162791,New England-Acadian forests,"3266",,,Acadian_forest
"50",10869,0,1.68604651162791,New England-Acadian forests,"461",,,Acadian_forest
"51",10870,0.0424145666929717,9.23255813953488,New England-Acadian forests,"6785",,,Acadian_forest
"52",10871,0,3.72093023255814,New England-Acadian forests,"1896",,,Acadian_forest
"53",10950,0.0463964127787544,3.41860465116279,New England-Acadian forests,"206",,,Acadian_forest
"54",10950,0.0463964127787544,3.41860465116279,New England-Acadian forests,"1312",,,Acadian_forest
"55",10951,0.00285993035350672,6.12790697674419,New England-Acadian forests,"4144",,,Acadian_forest
"56",10952,0.0028112111770693,1.52325581395349,New England-Acadian forests,"1064",,,Acadian_forest
"57",11033,0.958921509869148,2.85227272727273,New England-Acadian forests,"2786",,,Acadian_forest
"58",11034,0.644585236359179,2.84090909090909,New England-Acadian forests,"2559",,,Acadian_forest
"59",11114,0,1.04651162790698,New England-Acadian forests,"617",,,Acadian_forest
"60",11115,0.029826239381671,5.46511627906977,New England-Acadian forests,"4888",,,Acadian_forest
"61",11196,0,0.313953488372093,New England-Acadian forests,"374",,,Acadian_forest
"62",11197,0.0188286820089509,3.48837209302326,New England-Acadian forests,"819",,,Acadian_forest
"63",11197,0.0188286820089509,3.48837209302326,New England-Acadian forests,"3996",,,Acadian_forest
"64",11277,0.0443932026786958,1.76136363636364,New England-Acadian forests,"616",,,Acadian_forest
"65",11278,0,4.52272727272727,New England-Acadian forests,"4747",,,Acadian_forest
"66",11279,0,0.386363636363636,New England-Acadian forests,"157",,,Acadian_forest
"67",11360,0,1.22093023255814,New England-Acadian forests,"877",,,Acadian_forest
"68",11361,0.0115278260106636,1.51162790697674,New England-Acadian forests,"548",,,Acadian_forest
"69",1593,0,0.988372093023256,Alaska Peninsula montane taiga,"31",,,Alaska_Peninsula_montane_taiga
"70",1675,0,3.5,Alaska Peninsula montane taiga,"1926",,,Alaska_Peninsula_montane_taiga
"71",1756,0,3.98863636363636,Alaska Peninsula montane taiga,"845",,,Alaska_Peninsula_montane_taiga
"72",1757,0,0.625,Alaska Peninsula montane taiga,"414",,,Alaska_Peninsula_montane_taiga
"73",1838,0,4.66279069767442,Alaska Peninsula montane taiga,"100",,,Alaska_Peninsula_montane_taiga
"74",1839,0,1.5,Alaska Peninsula montane taiga,"1688",,,Alaska_Peninsula_montane_taiga
"75",1920,0,4.94186046511628,Alaska Peninsula montane taiga,"2882",,,Alaska_Peninsula_montane_taiga
"76",2002,0,9.96590909090909,Alaska Peninsula montane taiga,"2615",,,Alaska_Peninsula_montane_taiga
"77",2003,0,0.193181818181818,Alaska Peninsula montane taiga,"41",,,Alaska_Peninsula_montane_taiga
"78",2083,0,11.4302325581395,Alaska Peninsula montane taiga,"2666",,,Alaska_Peninsula_montane_taiga
"79",2084,0,0,Alaska Peninsula montane taiga,"29",,,Alaska_Peninsula_montane_taiga
"80",2165,0,10.9186046511628,Alaska Peninsula montane taiga,"2395",,,Alaska_Peninsula_montane_taiga
"81",2166,0,0.290697674418605,Alaska Peninsula montane taiga,"379",,,Alaska_Peninsula_montane_taiga
"82",2245,0.425548724124321,4.45454545454545,Alaska Peninsula montane taiga,"40",,,Alaska_Peninsula_montane_taiga
"83",2246,0,4.15909090909091,Alaska Peninsula montane taiga,"1750",,,Alaska_Peninsula_montane_taiga
"84",2247,0,0.147727272727273,Alaska Peninsula montane taiga,"332",,,Alaska_Peninsula_montane_taiga
"85",2327,0.756175524118305,1.17441860465116,Alaska Peninsula montane taiga,"877",,,Alaska_Peninsula_montane_taiga
"86",2328,0.00387009046259998,4.93023255813953,Alaska Peninsula montane taiga,"4038",,,Alaska_Peninsula_montane_taiga
"87",2329,0,0.418604651162791,Alaska Peninsula montane taiga,"582",,,Alaska_Peninsula_montane_taiga
"88",2409,0.0313915879713056,2.13953488372093,Alaska Peninsula montane taiga,"4389",,,Alaska_Peninsula_montane_taiga
"89",2410,0,0.988372093023256,Alaska Peninsula montane taiga,"1499",,,Alaska_Peninsula_montane_taiga
"90",2491,0.0199041219924529,0.895348837209302,Alaska Peninsula montane taiga,"41",,,Alaska_Peninsula_montane_taiga
"91",2492,0,0.63953488372093,Alaska Peninsula montane taiga,"1080",,,Alaska_Peninsula_montane_taiga
"92",5363,1.17680849469142,0.790697674418605,Alberta-British Columbia foothills forests,"559",,,Alberta_BC_foothills_forest
"93",5445,3.57176938434339,1.10227272727273,Alberta-British Columbia foothills forests,"444",,,Alberta_BC_foothills_forest
"94",5446,1.65378287153176,3.05681818181818,Alberta-British Columbia foothills forests,"4246",,,Alberta_BC_foothills_forest
"95",5526,0.710728569484401,12.4642857142857,Alberta-British Columbia foothills forests,"359",,,Alberta_BC_foothills_forest
"96",5527,5.72440763444107,6.65476190476191,Alberta-British Columbia foothills forests,"5300",,,Alberta_BC_foothills_forest
"97",5528,2.35620164941444,5.10714285714286,Alberta-British Columbia foothills forests,"938",,,Alberta_BC_foothills_forest
"98",5528,2.35620164941444,5.10714285714286,Alberta-British Columbia foothills forests,"496",,,Alberta_BC_foothills_forest
"99",5529,0.874120657594628,1.46428571428571,Alberta-British Columbia foothills forests,"120",,,Alberta_BC_foothills_forest
"100",5608,3.20602729798672,10.625,Alberta-British Columbia foothills forests,"262",,,Alberta_BC_foothills_forest
"101",5609,6.02062440534029,21.2727272727273,Alberta-British Columbia foothills forests,"5658",,,Alberta_BC_foothills_forest
"102",5610,8.24222492220342,9.90909090909091,Alberta-British Columbia foothills forests,"2961",,,Alberta_BC_foothills_forest
"103",5611,2.48178046520782,3.79545454545455,Alberta-British Columbia foothills forests,"4393",,,Alberta_BC_foothills_forest
"104",5612,6.72634817554061,2,Alberta-British Columbia foothills forests,"1805",,,Alberta_BC_foothills_forest
"105",5690,4.12230498054696,29.0454545454545,Alberta-British Columbia foothills forests,"4220",,,Alberta_BC_foothills_forest
"106",5691,3.10591493520363,19.125,Alberta-British Columbia foothills forests,"5690",,,Alberta_BC_foothills_forest
"107",5692,1.36579791996963,2.44318181818182,Alberta-British Columbia foothills forests,"61",,,Alberta_BC_foothills_forest
"108",5692,1.36579791996963,2.44318181818182,Alberta-British Columbia foothills forests,"1319",,,Alberta_BC_foothills_forest
"109",5693,1.76269595684292,3.14772727272727,Alberta-British Columbia foothills forests,"1867",,,Alberta_BC_foothills_forest
"110",5694,3.50097422376595,1.09090909090909,Alberta-British Columbia foothills forests,"301",,,Alberta_BC_foothills_forest
"111",5772,0.471063492279506,25.5,Alberta-British Columbia foothills forests,"564",,,Alberta_BC_foothills_forest
"112",5773,1.98061885773503,24.4404761904762,Alberta-British Columbia foothills forests,"5172",,,Alberta_BC_foothills_forest
"113",5774,1.72782211985964,4.23809523809524,Alberta-British Columbia foothills forests,"3039",,,Alberta_BC_foothills_forest
"114",5775,0.486853399127272,2.51190476190476,Alberta-British Columbia foothills forests,"1164",,,Alberta_BC_foothills_forest
"115",5776,0.674370337941535,4.41666666666667,Alberta-British Columbia foothills forests,"3900",,,Alberta_BC_foothills_forest
"116",5777,2.1463859181058,0.55952380952381,Alberta-British Columbia foothills forests,"186",,,Alberta_BC_foothills_forest
"117",5854,19.3466186375179,13.2954545454545,Alberta-British Columbia foothills forests,"1119",,,Alberta_BC_foothills_forest
"118",5855,4.82811288332854,7,Alberta-British Columbia foothills forests,"3877",,,Alberta_BC_foothills_forest
"119",5856,0.970420343984598,3.48863636363636,Alberta-British Columbia foothills forests,"499",,,Alberta_BC_foothills_forest
"120",5857,0.939284208542462,3.86363636363636,Alberta-British Columbia foothills forests,"817",,,Alberta_BC_foothills_forest
"121",5858,0.325468185431316,5.93181818181818,Alberta-British Columbia foothills forests,"5592",,,Alberta_BC_foothills_forest
"122",5859,3.52249761072846,0.693181818181818,Alberta-British Columbia foothills forests,"446",,,Alberta_BC_foothills_forest
"123",5937,3.50417484043744,8.80232558139535,Alberta-British Columbia foothills forests,"383",,,Alberta_BC_foothills_forest
"124",5939,2.96959670689355,4.18604651162791,Alberta-British Columbia foothills forests,"59",,,Alberta_BC_foothills_forest
"125",5940,0.742338833900672,7.67441860465116,Alberta-British Columbia foothills forests,"3212",,,Alberta_BC_foothills_forest
"126",5941,0.223177132455624,8.59302325581395,Alberta-British Columbia foothills forests,"6041",,,Alberta_BC_foothills_forest
"127",5942,0.538907059245813,0.465116279069767,Alberta-British Columbia foothills forests,"89",,,Alberta_BC_foothills_forest
"128",6021,0.453725287575166,4.74418604651163,Alberta-British Columbia foothills forests,"3646",,,Alberta_BC_foothills_forest
"129",6022,0.231276254463026,8.22093023255814,Alberta-British Columbia foothills forests,"6027",,,Alberta_BC_foothills_forest
"130",6023,0.382826694016905,8.83720930232558,Alberta-British Columbia foothills forests,"6345",,,Alberta_BC_foothills_forest
"131",6024,2.45459639090214,0.0930232558139535,Alberta-British Columbia foothills forests,"1646",,,Alberta_BC_foothills_forest
"132",6103,2.51951938728645,19.6363636363636,Alberta-British Columbia foothills forests,"1331",,,Alberta_BC_foothills_forest
"133",6104,1.0630094733274,4.73863636363636,Alberta-British Columbia foothills forests,"4412",,,Alberta_BC_foothills_forest
"134",6105,0.409632180805851,10.1818181818182,Alberta-British Columbia foothills forests,"4934",,,Alberta_BC_foothills_forest
"135",6106,0.31130207760389,4.56818181818182,Alberta-British Columbia foothills forests,"6404",,,Alberta_BC_foothills_forest
"136",6107,1.74137583935771,0.0795454545454545,Alberta-British Columbia foothills forests,"2717",,,Alberta_BC_foothills_forest
"137",6185,1.22166923864187,8.95348837209302,Alberta-British Columbia foothills forests,"1761",,,Alberta_BC_foothills_forest
"138",6187,0.320622024028982,5.43023255813953,Alberta-British Columbia foothills forests,"1745",,,Alberta_BC_foothills_forest
"139",6188,0.0424572196213934,3.2093023255814,Alberta-British Columbia foothills forests,"1006",,,Alberta_BC_foothills_forest
"140",6189,0.0285990530523393,0.430232558139535,Alberta-British Columbia foothills forests,"249",,,Alberta_BC_foothills_forest
"141",5612,6.72634817554061,2,Alberta Mountain forests,"1421",,,Alberta_mountain_forest
"142",5613,0.153801603044106,0.636363636363636,Alberta Mountain forests,"9",,,Alberta_mountain_forest
"143",5693,1.76269595684292,3.14772727272727,Alberta Mountain forests,"49",,,Alberta_mountain_forest
"144",5694,3.50097422376595,1.09090909090909,Alberta Mountain forests,"5456",,,Alberta_mountain_forest
"145",5695,0.545340807250851,0.920454545454545,Alberta Mountain forests,"577",,,Alberta_mountain_forest
"146",5776,0.674370337941535,4.41666666666667,Alberta Mountain forests,"885",,,Alberta_mountain_forest
"147",5777,2.1463859181058,0.55952380952381,Alberta Mountain forests,"5713",,,Alberta_mountain_forest
"148",5778,2.71265055959733,0.642857142857143,Alberta Mountain forests,"241",,,Alberta_mountain_forest
"149",5858,0.325468185431316,5.93181818181818,Alberta Mountain forests,"730",,,Alberta_mountain_forest
"150",5859,3.52249761072846,0.693181818181818,Alberta Mountain forests,"6019",,,Alberta_mountain_forest
"151",5860,0.800139215096018,0.556818181818182,Alberta Mountain forests,"935",,,Alberta_mountain_forest
"152",5941,0.223177132455624,8.59302325581395,Alberta Mountain forests,"356",,,Alberta_mountain_forest
"153",5942,0.538907059245813,0.465116279069767,Alberta Mountain forests,"6337",,,Alberta_mountain_forest
"154",5943,1.12806897578501,0.558139534883721,Alberta Mountain forests,"669",,,Alberta_mountain_forest
"155",6023,0.382826694016905,8.83720930232558,Alberta Mountain forests,"128",,,Alberta_mountain_forest
"156",6024,2.45459639090214,0.0930232558139535,Alberta Mountain forests,"4882",,,Alberta_mountain_forest
"157",6025,5.85333952847522,0.418604651162791,Alberta Mountain forests,"1291",,,Alberta_mountain_forest
"158",6107,1.74137583935771,0.0795454545454545,Alberta Mountain forests,"3327",,,Alberta_mountain_forest
"159",6108,6.10901216150339,0.420454545454545,Alberta Mountain forests,"908",,,Alberta_mountain_forest
"160",9314,0.0210493235453595,0.431818181818182,Allegheny Highlands forests,"29",,,Allegheny_Highland_forests
"161",9315,0.202389533487528,1.05681818181818,Allegheny Highlands forests,"20",,,Allegheny_Highland_forests
"162",9397,0.0161870296668103,0.546511627906977,Allegheny Highlands forests,"2249",,,Allegheny_Highland_forests
"163",9478,0,0.476744186046512,Allegheny Highlands forests,"5310",,,Allegheny_Highland_forests
"164",9479,0,0,Allegheny Highlands forests,"746",,,Allegheny_Highland_forests
"165",9560,0,1.53409090909091,Allegheny Highlands forests,"4548",,,Allegheny_Highland_forests
"166",9561,0,0.102272727272727,Allegheny Highlands forests,"6561",,,Allegheny_Highland_forests
"167",9641,0.0165525431750291,2.23255813953488,Allegheny Highlands forests,"2761",,,Allegheny_Highland_forests
"168",9642,0,0.5,Allegheny Highlands forests,"7970",,,Allegheny_Highland_forests
"169",9643,0.425627710432436,0.0465116279069767,Allegheny Highlands forests,"2770",,,Allegheny_Highland_forests
"170",9724,0.0027428886993442,0.837209302325581,Allegheny Highlands forests,"6969",,,Allegheny_Highland_forests
"171",9725,0,0.593023255813954,Allegheny Highlands forests,"6242",,,Allegheny_Highland_forests
"172",9805,0,3.28409090909091,Allegheny Highlands forests,"2573",,,Allegheny_Highland_forests
"173",9806,0,0.681818181818182,Allegheny Highlands forests,"7970",,,Allegheny_Highland_forests
"174",9807,0.145191677804292,0.5,Allegheny Highlands forests,"1618",,,Allegheny_Highland_forests
"175",9888,0.00548572128682088,1.46428571428571,Allegheny Highlands forests,"7187",,,Allegheny_Highland_forests
"176",9889,0.214592501541838,1.30952380952381,Allegheny Highlands forests,"7077",,,Allegheny_Highland_forests
"177",9890,0,0.119047619047619,Allegheny Highlands forests,"256",,,Allegheny_Highland_forests
"178",9969,0,2.75,Allegheny Highlands forests,"1546",,,Allegheny_Highland_forests
"179",9970,0.135255058566878,1.75,Allegheny Highlands forests,"7430",,,Allegheny_Highland_forests
"180",9971,0,3.54545454545455,Allegheny Highlands forests,"1684",,,Allegheny_Highland_forests
"181",10052,0,2.51162790697674,Allegheny Highlands forests,"463",,,Allegheny_Highland_forests
"182",10053,0,2.94186046511628,Allegheny Highlands forests,"31",,,Allegheny_Highland_forests
"183",17511,,0.779069767441861,Alps conifer and mixed forests,"1055",0.241509344515098,,Alps_conifer_forest
"184",17592,,1.98837209302326,Alps conifer and mixed forests,"118",0.0936676159495874,,Alps_conifer_forest
"185",17593,,1.98837209302326,Alps conifer and mixed forests,"3109",0.1608655929038,,Alps_conifer_forest
"186",17594,,0.837209302325581,Alps conifer and mixed forests,"2732",0.124259230173066,,Alps_conifer_forest
"187",17673,,2.06976744186047,Alps conifer and mixed forests,"208",0.242356873031935,,Alps_conifer_forest
"188",17674,,1.90697674418605,Alps conifer and mixed forests,"6559",0.0377798639678962,,Alps_conifer_forest
"189",17675,,1.06976744186047,Alps conifer and mixed forests,"7496",0.470670515244297,,Alps_conifer_forest
"190",17676,,0.825581395348837,Alps conifer and mixed forests,"2236",0.54355636474628,,Alps_conifer_forest
"191",17756,,2.44318181818182,Alps conifer and mixed forests,"5935",0.0962557598246956,,Alps_conifer_forest
"192",17757,,1.27272727272727,Alps conifer and mixed forests,"6007",0.661772714532677,,Alps_conifer_forest
"193",17758,,1.30681818181818,Alps conifer and mixed forests,"3290",0.197090506502244,,Alps_conifer_forest
"194",17837,,1.97674418604651,Alps conifer and mixed forests,"4170",0.0742632581529135,,Alps_conifer_forest
"195",17838,,1.62790697674419,Alps conifer and mixed forests,"6850",0.824100556299791,,Alps_conifer_forest
"196",17840,,0.430232558139535,Alps conifer and mixed forests,"189",0.608900768355197,,Alps_conifer_forest
"197",17919,,1.83720930232558,Alps conifer and mixed forests,"1662",0.00598555810818762,,Alps_conifer_forest
"198",17920,,2.19767441860465,Alps conifer and mixed forests,"7390",0.0964919680276006,,Alps_conifer_forest
"199",17921,,1.04651162790698,Alps conifer and mixed forests,"2605",0.827630985091149,,Alps_conifer_forest
"200",18000,,3.29545454545455,Alps conifer and mixed forests,"92",0.0030215964276635,,Alps_conifer_forest
"201",18001,,2.21590909090909,Alps conifer and mixed forests,"7260",0.00296496265762753,,Alps_conifer_forest
"202",18002,,1.71590909090909,Alps conifer and mixed forests,"7208",0.427679035289594,,Alps_conifer_forest
"203",18003,,1.09090909090909,Alps conifer and mixed forests,"92",1.45638408213204,,Alps_conifer_forest
"204",18083,,4.61627906976744,Alps conifer and mixed forests,"4579",0.0358526068685896,,Alps_conifer_forest
"205",18084,,1.68604651162791,Alps conifer and mixed forests,"7390",0.0234744450532591,,Alps_conifer_forest
"206",18085,,1.3953488372093,Alps conifer and mixed forests,"3906",0.637557387695539,,Alps_conifer_forest
"207",18164,,3.27906976744186,Alps conifer and mixed forests,"1540",0.0301675809433399,,Alps_conifer_forest
"208",18165,,2.17441860465116,Alps conifer and mixed forests,"7322",0.0118475250648235,,Alps_conifer_forest
"209",18166,,1.54651162790698,Alps conifer and mixed forests,"5376",0.404721796075064,,Alps_conifer_forest
"210",18247,,2.70454545454545,Alps conifer and mixed forests,"5902",0.0926138326530411,,Alps_conifer_forest
"211",18248,,2.23863636363636,Alps conifer and mixed forests,"5618",0.270594897710661,,Alps_conifer_forest
"212",18328,,1.9047619047619,Alps conifer and mixed forests,"2185",0.0303552247780661,,Alps_conifer_forest
"213",18329,,3.0952380952381,Alps conifer and mixed forests,"7322",0.0769967794210296,,Alps_conifer_forest
"214",18330,,1.70238095238095,Alps conifer and mixed forests,"392",0.603393728195245,,Alps_conifer_forest
"215",18411,,2.65909090909091,Alps conifer and mixed forests,"6521",0.0177339839101329,,Alps_conifer_forest
"216",18412,,1.95454545454545,Alps conifer and mixed forests,"5764",0.127125647830211,,Alps_conifer_forest
"217",18492,,1.97727272727273,Alps conifer and mixed forests,"3795",0.00603034045608277,,Alps_conifer_forest
"218",18493,,2.125,Alps conifer and mixed forests,"3610",0.0355292242822574,,Alps_conifer_forest
"219",18494,,1.21590909090909,Alps conifer and mixed forests,"1007",0,,Alps_conifer_forest
"220",18574,,0.630952380952381,Alps conifer and mixed forests,"216",1.41962075449263,,Alps_conifer_forest
"221",18575,,1.85714285714286,Alps conifer and mixed forests,"1159",0.354260138282308,,Alps_conifer_forest
"222",17922,,2.16279069767442,Appenine deciduous montane forests,"2039",0.267573563841678,,Appenine_deciduous_montane_forest
"223",18003,,1.09090909090909,Appenine deciduous montane forests,"0",1.45638408213204,,Appenine_deciduous_montane_forest
"224",18004,,1.53409090909091,Appenine deciduous montane forests,"1248",0.29327932584753,,Appenine_deciduous_montane_forest
"225",18086,,1.06976744186047,Appenine deciduous montane forests,"124",0.303495305806574,,Appenine_deciduous_montane_forest
"226",18086,,1.06976744186047,Appenine deciduous montane forests,"581",0.303495305806574,,Appenine_deciduous_montane_forest
"227",18168,,1.08139534883721,Appenine deciduous montane forests,"1022",0.164904012075893,,Appenine_deciduous_montane_forest
"228",18168,,1.08139534883721,Appenine deciduous montane forests,"4",0.164904012075893,,Appenine_deciduous_montane_forest
"229",18251,,0.818181818181818,Appenine deciduous montane forests,"477",0.088746589120692,,Appenine_deciduous_montane_forest
"230",18251,,0.818181818181818,Appenine deciduous montane forests,"306",0.088746589120692,,Appenine_deciduous_montane_forest
"231",18252,,1.53409090909091,Appenine deciduous montane forests,"1742",0.421574777604048,,Appenine_deciduous_montane_forest
"232",18252,,1.53409090909091,Appenine deciduous montane forests,"243",0.421574777604048,,Appenine_deciduous_montane_forest
"233",18253,,0.431818181818182,Appenine deciduous montane forests,"75",0.284830861410882,,Appenine_deciduous_montane_forest
"234",18333,,0.535714285714286,Appenine deciduous montane forests,"913",0.397974323529445,,Appenine_deciduous_montane_forest
"235",18334,,1.78571428571429,Appenine deciduous montane forests,"5266",2.26199077286917,,Appenine_deciduous_montane_forest
"236",18416,,0.0568181818181818,Appenine deciduous montane forests,"214",0.384077355659605,,Appenine_deciduous_montane_forest
"237",18417,,1.26136363636364,Appenine deciduous montane forests,"1894",2.49670305352976,,Appenine_deciduous_montane_forest
"238",16606,,1.08139534883721,Atlantic mixed forests,"2871",0.024280287313634,,Atlantic_mixed_forest
"239",16607,,0.0813953488372093,Atlantic mixed forests,"368",0,,Atlantic_mixed_forest
"240",16687,,0.522727272727273,Atlantic mixed forests,"1450",0,,Atlantic_mixed_forest
"241",16688,,1.57954545454545,Atlantic mixed forests,"5458",0,,Atlantic_mixed_forest
"242",16770,,1.11627906976744,Atlantic mixed forests,"4941",0.012179050294923,,Atlantic_mixed_forest
"243",16771,,1.13953488372093,Atlantic mixed forests,"3484",0.00598602159350291,,Atlantic_mixed_forest
"244",16850,,0.0581395348837209,Atlantic mixed forests,"409",0,,Atlantic_mixed_forest
"245",16851,,0.581395348837209,Atlantic mixed forests,"1889",0,,Atlantic_mixed_forest
"246",16852,,1.03488372093023,Atlantic mixed forests,"7164",0.0481030945121292,,Atlantic_mixed_forest
"247",16853,,1.63953488372093,Atlantic mixed forests,"5082",0.00296494532009934,,Atlantic_mixed_forest
"248",16854,,0.0465116279069767,Atlantic mixed forests,"82",0,,Atlantic_mixed_forest
"249",16856,,0.0581395348837209,Atlantic mixed forests,"40",0.0112074901329469,,Atlantic_mixed_forest
"250",16933,,0.75,Atlantic mixed forests,"3143",0.0124400714101047,,Atlantic_mixed_forest
"251",16934,,1.14772727272727,Atlantic mixed forests,"7070",0.00610289834622312,,Atlantic_mixed_forest
"252",16935,,0.954545454545455,Atlantic mixed forests,"7254",0.172740554123545,,Atlantic_mixed_forest
"253",16936,,1.46590909090909,Atlantic mixed forests,"6497",0.117151591475364,,Atlantic_mixed_forest
"254",16937,,1.05681818181818,Atlantic mixed forests,"4291",0.66570451587202,,Atlantic_mixed_forest
"255",16938,,1.32954545454545,Atlantic mixed forests,"5779",2.57960930505651,,Atlantic_mixed_forest
"256",16939,,0.568181818181818,Atlantic mixed forests,"4648",6.37198512509675,,Atlantic_mixed_forest
"257",17014,,0.0232558139534884,Atlantic mixed forests,"123",0,,Atlantic_mixed_forest
"258",17015,,2.15116279069767,Atlantic mixed forests,"6114",2.45567426522445,,Atlantic_mixed_forest
"259",17016,,4.81395348837209,Atlantic mixed forests,"7186",0.135474461007729,,Atlantic_mixed_forest
"260",17017,,1.27906976744186,Atlantic mixed forests,"7322",0.265365275907616,,Atlantic_mixed_forest
"261",17018,,0.802325581395349,Atlantic mixed forests,"7319",0.222996105457397,,Atlantic_mixed_forest
"262",17019,,1.75581395348837,Atlantic mixed forests,"7492",0.00409899697818169,,Atlantic_mixed_forest
"263",17020,,0.709302325581395,Atlantic mixed forests,"7718",1.5887418666391,,Atlantic_mixed_forest
"264",17021,,1.47674418604651,Atlantic mixed forests,"1880",5.00004599122294,,Atlantic_mixed_forest
"265",17097,,1.13953488372093,Atlantic mixed forests,"6128",1.37254782897104,,Atlantic_mixed_forest
"266",17098,,1.58139534883721,Atlantic mixed forests,"7117",0.514214796149431,,Atlantic_mixed_forest
"267",17099,,1.55813953488372,Atlantic mixed forests,"7254",0.365054369632072,,Atlantic_mixed_forest
"268",17100,,0.720930232558139,Atlantic mixed forests,"5591",0.101795874498098,,Atlantic_mixed_forest
"269",17101,,1.1046511627907,Atlantic mixed forests,"3743",0.0402393940329347,,Atlantic_mixed_forest
"270",17102,,0.186046511627907,Atlantic mixed forests,"6937",0,,Atlantic_mixed_forest
"271",17103,,0.267441860465116,Atlantic mixed forests,"874",0.0721688128542104,,Atlantic_mixed_forest
"272",17177,,0.886363636363636,Atlantic mixed forests,"1487",0,,Atlantic_mixed_forest
"273",17178,,2.70454545454545,Atlantic mixed forests,"5372",0.184636471783704,,Atlantic_mixed_forest
